"","roi.1","roi.2","roi.3","roi.4","roi.5","roi.6","roi.7","roi.8","roi.9","roi.10","roi.11","roi.12","roi.13","roi.14","roi.15","roi.16","roi.17","roi.18","roi.19","roi.20","roi.21","roi.22","roi.23","roi.24","roi.25","roi.26","roi.27","roi.28","roi.29","roi.30","roi.31","roi.32","roi.33","roi.34","roi.35","roi.36","roi.37","roi.38","roi.39","roi.40","roi.41","roi.42","roi.43","roi.44","roi.45","roi.46","roi.47","roi.48","roi.49","roi.50","roi.51","roi.52","roi.53","roi.54","roi.55","roi.56","roi.57","roi.58","roi.59","roi.60","roi.61","roi.62","roi.63","roi.64","roi.65","roi.66","roi.67","roi.68","roi.69","roi.70","roi.71","roi.72","roi.73","roi.74","roi.75","roi.76","roi.77","roi.78","roi.79","roi.80","roi.81","roi.82","roi.83","roi.84","roi.85","roi.86","roi.87","roi.88","roi.89","roi.90","roi.91","roi.92","roi.93","roi.94","roi.95","roi.96"
"roi.11",0.330053878170449,NA,0.30917656694487,0.403984051889889,0.0795736154592248,0.121070510884179,0.356262887623259,0.372612459052166,0.509798290264401,0.478153765491958,NA,0.80370971815659,0.279157133063372,0.416349296191364,0.21638869979457,0.393792920530049,0.238151233122363,0.14009006573097,-0.197495226248083,NA,0.73808822869297,0.449706413763684,0.256289939431834,0.303437613189465,0.265872265307971,0.116033757446384,0.281363257830434,0.189744891821188,0.0871479060069745,0.669209686506386,0.843210223372007,0.332183375693489,0.107413624675232,0.414640998176111,0.323892740818069,0.406282311568567,0.391374552170731,0.484872102277349,0.266729784309891,0.279132877779228,-0.0774788944199341,0.266880489036672,0.184341320626736,0.147319925747646,0.236213781841626,0.200674963917819,0.340047009824069,0.371099267480712,0.4592317377249,-0.10616634696377,0.46467140577957,0.406303009675579,0.436570677610141,0.206091156705146,0.283876339538794,0.397240868360941,0.178934607478666,0.338344940041424,0.787912829563337,0.640787616732022,0.442780838193839,0.395499608828523,0.313592416824716,0.257943881450958,0.351205209983541,0.289646327403895,-0.174019523072003,0.228272217075653,0.759969378801979,0.555385645650014,0.290926320388798,0.290530540097279,0.715554102900147,0.121745466037179,0.453810559869522,0.459020211571424,NA,0.690364431852948,0.69169447645175,0.417107828594134,0.184547498847608,0.22865220816931,0.416221238275571,0.402437648059162,0.294909253433864,0.43591853380841,0.291659377690582,0.293521705753504,-0.265371312302461,0.237812229006678,0.105714363005968,NA,0.195903152467925,0.259461717786938,0.460613209835321,0.322649010831139
"roi.12",0.402793156542461,NA,0.404284291729537,0.473851133947218,0.286796980983447,0.143428998666552,0.507393512322101,0.332984666617641,0.62183407483039,0.584899760104121,0.80370971815659,NA,0.55637932711166,0.275811643038996,0.227434877074888,0.434472160660381,0.378416784064357,0.352115752018231,-0.111240742126642,0.199345191692631,0.808994096704081,0.513905550939016,0.424510766038374,0.311304812126428,0.126539706411091,0.160359389608758,0.124003925646434,0.369330987390266,0.19573477998144,0.390598873580279,0.534091674273557,0.412114367468295,0.14954998337887,0.152951796479639,0.189519802880889,0.431103791841691,0.147545424126669,0.216062484404225,0.231745903936039,0.358136023083686,NA,0.172598505974137,NA,0.220759890292391,0.178957373844903,0.17492151734674,0.405486131873688,0.36369738482919,0.456304099246944,-0.0717561350281661,0.62617895274471,0.417362720269745,0.602366243419886,0.333277974210603,0.439556952217077,0.31648970566484,0.302288098633383,0.480057539437007,0.672957432482103,1.08283624730993,0.661401124454469,0.231309249976729,0.304131917673558,0.304102076628184,0.404372487062393,0.46744661777067,NA,0.468623139532331,0.791708639941361,0.513624560765614,0.437334423635055,0.220497407609243,0.426449365806567,0.146349703606694,0.21688681386015,0.531784850546677,0.122733176891608,0.456327627592257,0.498312515017962,0.413448249356376,0.341409486208407,NA,0.170361852740871,0.363454572318752,NA,0.231474710102014,0.334017344627138,0.354309356312464,-0.11919642359395,0.147542764889379,NA,NA,0.124482736953147,0.168203405545043,0.389174842603555,0.327690143679726
"roi.13",0.344206985912079,0.409233068003819,0.408850315467102,0.281207137049868,0.363297918004357,0.270538025142447,0.802057428803235,0.353048229976321,0.598995526954515,0.709632337088688,0.279157133063372,0.55637932711166,NA,0.381667262243045,0.199068355163058,0.553425762943831,0.720347626403922,0.70059569347756,0.433710973428029,0.449012055531026,0.348589572485707,0.516203074003668,0.73199358804583,0.356044331798195,NA,0.371389413016303,NA,0.334037724420095,0.32209274634623,0.154348388956056,0.195497759436264,0.561667275857461,0.229646117133244,0.108704943081349,NA,0.347952237637115,0.133169727334992,0.279583395231134,0.253076966505542,0.356520383467593,0.243029168452502,0.421224186813857,0.330145330035474,0.533592280852974,0.470312693781211,0.497134004268691,0.565667485243123,0.305894605159956,0.410440466716622,0.326682638304589,0.482390760509128,0.336620738616766,0.317058763594296,0.377076803697833,0.633377683568158,0.220478176784771,0.358515413286104,0.442802221481655,0.226707649682389,0.371042855317084,0.82281748479561,0.183378857444533,NA,0.390297289718929,0.545033386935341,0.632169042260543,0.436192781771966,0.484729056588475,0.371231707430702,0.522560515953275,0.692881968866337,0.334929897661949,0.0775537180987785,0.336214126813756,0.0811932624909853,0.258099723510822,0.299433625393875,0.207840776592226,0.281841103966707,0.434650944289383,0.301741210068111,NA,0.114268999086891,0.408348116430026,0.0939311261093127,0.217460326537181,0.339399908709457,0.309405185868095,0.124471513116373,0.373653148649094,0.380857807355391,0.0991103435456998,0.385759207285744,0.372517790772563,0.510447173122916,0.241864133674845
"roi.14",0.337277891972175,0.435694529037971,0.343807452156139,0.261090405450516,0.287405664307055,0.234440387066331,0.283783577082451,0.729631467915869,0.330978697858819,0.221021143780278,0.416349296191364,0.275811643038996,0.381667262243045,NA,0.783833393438594,0.349817504303808,0.159727857781497,NA,0.234123367373965,0.265390813294683,0.261979014601459,0.100501255108221,0.163107324877135,0.273866826124103,NA,0.122008332777307,0.0712599789328699,0.176385533847094,0.168860643329916,0.329889981909207,0.217040424328368,0.168380390295947,0.251078400922738,0.845839668635846,0.128753429116122,0.224686735383547,0.847216040242346,0.899674237715407,0.335582371941113,0.270813907967925,0.214693351757393,0.461956890987691,0.447454074147537,0.289757180714288,0.460280424027745,0.417980568356339,0.319503524349455,0.235069286821643,0.290725532515696,0.446093700383854,0.240952535683585,0.14571249971696,0.146688055879418,0.194571927650209,0.148751414471951,0.555400312574222,0.239922608453825,0.170246347386605,0.293221292010856,0.126368226134731,0.244497729184108,0.845373731661078,0.271639450821586,0.223831263823245,0.201033330227525,0.0966105373337496,0.246500907855757,0.306991295826168,0.216563017307802,0.138858460502359,0.180724741249822,0.397820159552825,0.0908246866161584,0.141314179968539,0.144993162645757,0.108631949680445,0.206524125416821,0.285668433869528,0.205556608283812,0.167495332130124,0.290623508711425,0.359421851571363,0.438250022904798,0.301379786793351,0.790491618389285,0.727147138544192,0.390968936229548,0.134386422565421,0.161839096269907,0.423860801920548,0.39305836455716,0.0993588658047409,0.504196267082646,0.342467807998998,0.416021130596191,0.0980789258526965
"roi.15",0.437093896256489,0.248417719406258,0.279883029690644,0.542392382233865,0.269559684742585,0.534744412076405,0.227052703840863,0.47771291107611,0.209238971443645,0.0790948146640697,0.21638869979457,0.227434877074888,0.199068355163058,0.783833393438594,NA,0.462578887780436,0.192049028153175,NA,0.272561187060371,0.445184579839248,0.446441218350284,0.210687081499264,0.178414709501255,0.193940276337298,NA,NA,NA,NA,0.194063427092615,0.328445984863022,0.166464807074767,0.0771550450345845,0.2608279721771,0.652641059075637,0.19255160374612,0.271901202267362,0.70576923887576,0.711303455075722,0.546192643240502,0.332597748576186,0.191727327708733,0.301768683359575,0.332814411863096,0.143084770205343,0.149029484435267,0.225407849304829,0.165760991566399,0.224094077467509,0.241999591584654,0.272747222484732,0.203372860731866,0.2859684789093,0.181742323068023,0.244639360386361,0.129762377116582,0.288434036739402,0.162330524579498,0.125507289732941,0.103708687983538,NA,0.120168569074565,0.562511589525753,0.54160153985136,0.375332958418924,0.144890286335304,0.212178629438191,0.280922134255392,0.36906481086343,0.224240637691721,0.182259068900658,0.202957772923076,0.29281258279439,-0.0909170882342073,0.0886918138218227,NA,-0.0932327707916947,0.175676189460202,0.237889034385517,0.112259336955174,NA,0.17989288702641,0.215269609827385,0.268700341129839,0.251702524818913,0.572563023559383,0.586775717470812,0.382997113477451,0.193591977460861,0.143327030582213,0.315384250896241,0.304490445601264,NA,0.170693999944821,0.114018542659636,0.204263389955288,0.121697696614883
"roi.16",0.371132290590364,0.138344084144987,0.187914346039314,0.528549393332552,0.208140341802217,0.714501755217962,0.573211088232007,0.249294045721342,0.533239562677708,0.431211057818037,0.393792920530049,0.434472160660381,0.553425762943831,0.349817504303808,0.462578887780436,NA,0.652222241167006,0.489590343537027,0.175368861146346,0.25681277833117,0.565895498004305,0.741791721782908,0.541631866397948,0.231664458440529,NA,0.143198170182727,0.0873266395505333,NA,0.0793941320596446,0.265767735694954,0.411568845378583,0.358499032007952,0.231418326341216,0.229259397689226,0.281285923581729,0.362987064995031,0.353412023586046,0.463395748632064,0.361348701678955,0.386532201882013,NA,0.247274639384584,0.215153629071517,0.175018338184355,0.236519878646763,0.336953972782525,0.376772722789386,0.366004821251193,0.462496080644003,NA,0.419170032744116,0.623783345694495,0.527928038319218,0.635672827655757,0.465591708393436,0.15569138295325,0.206665203443642,0.395140630188206,0.258665205323235,0.284391106907986,0.555125133056173,0.222104520606527,0.321621981400773,0.977175020634319,0.481656757176384,0.860447151795118,0.298409562334581,0.391505950883684,0.550392112868397,0.88974678904697,0.585249529344457,0.244796960469079,0.154309217652406,0.150517382204988,0.0853336474590378,0.0998031862724208,NA,0.368269659306295,0.465283133997132,0.32184075939461,0.25643605767743,0.187308398035029,0.373776126699418,0.380051367054088,0.240998828398049,0.438197597658354,0.377580323375285,0.329552845137964,NA,0.288322234309908,0.151794802754888,NA,0.0944823550430936,0.231789708913447,0.439519043309988,0.306925582275935
"roi.17",0.220547668074651,0.335503229774429,0.503212163681222,0.251180955658467,0.143703402625156,0.484493367369171,1.219281230686,0.206293426563849,0.57535437496742,0.551397014164574,0.238151233122363,0.378416784064357,0.720347626403922,0.159727857781497,0.192049028153175,0.652222241167006,NA,1.03643427076643,0.484012895255959,0.336853618486189,0.350571705867544,0.558910026532125,0.564678578468034,0.260987265883036,NA,0.425556294092584,0.0739944437625591,0.208448179126074,0.321828257570461,0.165475687874557,0.276099539679139,0.433543080227023,0.186904634003418,0.0773361980443774,0.184433231813185,0.388724157811441,0.140823733947926,0.189519012788882,0.321277435602519,0.398708461896401,0.137131479125471,0.564176592134162,0.54627082893066,0.434134357943952,0.473934055196991,0.612015050030931,0.402028418024775,0.306662871282181,0.362321792184162,0.185991964505613,0.540754633887451,0.411193900484205,0.312805080829707,0.394333941079645,0.820583678481265,NA,0.251678794159834,0.452705709344483,0.187749709435214,0.329695318493421,0.626651450189796,0.108301237235896,0.184611770573027,0.470264329243492,1.16087939464337,0.882974738728596,0.391740180659901,0.391561266327851,0.421015206110566,0.615131278866275,0.569716378439248,0.241361082068907,0.157154059456216,0.430936354440467,NA,0.23914490303948,0.25636882857434,0.269660676247507,0.367616636871318,0.405967865525467,0.17980563191688,NA,0.134742535367989,0.382363879807654,NA,0.177888053380655,0.283136291983808,0.305446845544559,NA,0.437395371723214,0.484520580912748,0.0731009218237534,0.31272625864806,0.506539120023507,0.405986514370738,0.18184103651285
"roi.18",0.15528484925391,0.222754773517442,0.355228244167831,0.100336045142718,0.142345451923156,0.231940131714951,0.795891580590753,0.0995933919337585,0.481861621670996,0.497762576027698,0.14009006573097,0.352115752018231,0.70059569347756,NA,NA,0.489590343537027,1.03643427076643,NA,0.361882938198522,0.242116902467787,0.175267231845099,0.651383441286637,0.826055630125441,0.368386912152006,NA,0.272822877629206,NA,0.251498106322894,0.273426239648866,NA,0.187959060278641,0.65442548740403,0.130543213833457,-0.128026771208303,NA,0.435459588741219,NA,NA,0.346824146969945,0.520823393294566,0.166885067705109,0.298952479585653,0.250760395170274,0.347166906234005,0.230691137460457,0.33492100517264,0.529190116810934,0.324354854330775,0.292954660863394,0.13983167237744,0.391013965699079,0.258940551977204,0.253826298876615,0.292676424634869,0.731701725358829,NA,0.226297758219914,0.50181659583017,0.125517984938838,0.343541366355604,0.564816549793639,NA,NA,0.29982136938656,0.757261817399757,0.982614526159159,0.331321264188254,0.361185547245104,0.32011338644113,0.627122438776891,0.77237319368645,0.252777435555361,NA,0.262613140539426,NA,0.219255048529363,0.222428019346258,0.115450365596211,0.258692442840391,0.504162119916184,0.19987374648523,-0.117841396889361,NA,0.424402696917418,-0.180114410678912,NA,0.374735896454217,0.469054576762702,NA,0.204647202260491,0.293965785256883,NA,0.14373250540636,0.230044171695039,0.426857073622454,0.344035785463284
"roi.19",0.249846634537341,0.82264913368686,0.452165685009534,0.0752505934945284,0.449123751573975,0.413210707131176,0.35537817298001,0.392892375804845,0.135610300265997,NA,-0.197495226248083,-0.111240742126642,0.433710973428029,0.234123367373965,0.272561187060371,0.175368861146346,0.484012895255959,0.361882938198522,NA,0.81549302062934,NA,NA,0.194434322409515,0.156888897455064,-0.117102996373937,0.547781744174978,-0.128098519746502,0.337533104966426,0.525089560472018,-0.0747657651810109,-0.200108123770666,NA,0.319535453148847,0.102742406899219,NA,0.101965722738858,0.206780271134529,0.220020505988345,0.292003947030068,0.136974531417171,0.498611226488531,0.516999356322399,0.685378612951644,0.481183441383065,0.278530864220993,0.42062656775241,0.0918842249802161,0.089133511819059,0.138955379485676,0.721855058590612,0.146165706476335,NA,-0.166337629241784,0.189131582941017,0.251903522476188,0.11698259709991,0.106415461666051,NA,-0.257656320607351,-0.202963452400543,0.0916863966156747,0.100458039160577,NA,0.125428227857461,0.304794067790876,0.195655666240203,1.04722126556009,0.396628283180275,-0.141808206215551,NA,0.152480987335638,0.271106388744289,-0.360088644511576,0.575320675765486,-0.216316710243773,NA,0.471603580342246,-0.119557417638973,-0.104008943171685,NA,0.213819593652723,NA,NA,0.159259263615192,0.170726595984643,NA,0.14651656478747,NA,0.368420606810872,0.355849670970955,0.695861577738268,0.276858850628348,0.250436928430152,0.289912860095782,0.0793073100272986,NA
"roi.20",0.647934011448134,0.639838736896128,0.40976748975702,0.565363595016775,0.689318134701316,0.536706612309979,0.301233759514625,0.344921037769326,0.178465878602581,0.224241040912235,NA,0.199345191692631,0.449012055531026,0.265390813294683,0.445184579839248,0.25681277833117,0.336853618486189,0.242116902467787,0.81549302062934,NA,0.450881477972943,0.321352958356699,0.278690051248512,0.313803685480814,-0.0703026853841523,0.343913552275458,-0.145473119493096,0.393967467406186,0.56450919890853,0.224609961610983,NA,0.164287140410083,0.463065138409482,0.0895175154805198,NA,0.209330255063223,0.277426398391408,0.219085553206914,0.332705632315251,0.233226718227373,0.689321373657254,0.45549478870586,0.448985879462087,0.460329317185058,0.267607548777563,0.430454513183447,0.249572770127335,0.290704149883949,0.282363103635072,0.630974357601664,0.168076427241611,0.242509789618964,NA,0.268313022117719,0.172287966154013,NA,0.140209011863629,0.113746684762254,-0.180043696334169,NA,0.133226877353575,0.170299153535686,0.117515389856924,0.23964416641977,0.156223275201306,0.233873277966408,0.874658913027117,0.799914935566838,0.109008502033321,0.121116120859373,0.244880530523545,0.381193468981092,-0.363085219810778,0.287421459463544,-0.176666202344788,0.11760972395938,0.484368112188664,NA,NA,0.0718815653706912,0.255945037006334,NA,NA,0.26775288094335,0.175253729989048,NA,0.202095765404401,0.18603534991902,0.516885231724803,0.384511167926196,0.472971124783659,0.219074892433375,0.279099524689195,0.310474499300805,0.152616964254686,0.211587112229299
"roi.21",0.674171255858269,NA,0.239354855042575,1.0925300370779,0.29905114564661,0.532372566335,0.366026228796283,0.151581699763236,0.379908391331177,0.446124699231812,0.73808822869297,0.808994096704081,0.348589572485707,0.261979014601459,0.446441218350284,0.565895498004305,0.350571705867544,0.175267231845099,NA,0.450881477972943,NA,0.805261848476222,0.320235190506004,0.300531442558149,NA,NA,0.113803201462533,0.21771801135008,0.181452759445051,0.708829436759339,0.793501312296527,0.364932078811025,0.151591817994124,0.178379204018179,0.128008778814493,0.308460156632579,0.310003640571985,0.256694684216985,0.253363318859257,0.344107260246013,0.0744602921963752,0.211441623883831,0.140507155351852,0.0733527401832754,0.171081696849347,0.259436391872043,0.348989566013877,0.417019627370899,0.563306997330381,NA,0.480377414401458,0.767313216881399,0.566777435593731,0.404203673632515,0.275189647459263,0.0768499712146521,0.119178904615383,0.333131914289865,0.474250149434518,0.610475122350254,0.398584956320823,0.293938591572477,0.41722315314334,0.457450199273317,0.305877239297474,0.471561135651984,NA,0.627022027668328,1.0416152500306,0.698631117173625,0.311339357731551,0.246565584593509,0.316252046434267,NA,0.187832867408533,0.385617718152887,0.10200636660122,0.677048790637354,0.66006265102781,0.418509198498252,0.125086977324505,0.106812483884214,0.157770708361642,0.313550602245372,0.165486512161633,0.187272606559897,0.168856459100784,0.340173823796594,NA,0.32719143821976,0.10140407225956,-0.157117196009791,0.122524531657978,0.205059776562413,0.352894215931147,0.330454101660442
"roi.22",0.5295382011581,NA,0.151832377738473,0.648127613346865,0.138928100831336,0.44105018780019,0.525740569286493,NA,0.406719022807729,0.529214248872663,0.449706413763684,0.513905550939016,0.516203074003668,0.100501255108221,0.210687081499264,0.741791721782908,0.558910026532125,0.651383441286637,NA,0.321352958356699,0.805261848476222,NA,0.871245183063568,0.62714121658512,0.129632892587564,0.0993863789760194,0.157969400764051,0.192729329976176,0.231029129289975,0.55593220138934,0.774669997683224,0.89319285194865,0.147012671668888,NA,0.194881729738173,0.652045146268581,0.127911505365799,0.189532434402153,0.360786572555133,0.780911500325285,0.0816867431669407,0.167075048549411,NA,0.164789701416499,0.131030308062288,0.292186332157362,0.754760207991754,0.720677479258039,0.466125570875247,NA,0.376403311650822,0.537094261834634,0.404559563295779,0.31800042759976,0.455423655196357,NA,0.239133331365882,0.510400236603426,0.323047730904056,0.42125889079234,0.45991761857217,0.110530551145115,0.221329304339597,0.494064233295774,0.440354550531101,0.791213676221213,0.0999452799530689,0.422091624365893,0.666723226303022,1.07549173769468,0.854332069377456,0.427295808411011,0.259748170260373,0.0884152435357749,0.183133464381308,0.273506882610284,0.17042378718525,0.527299673048121,0.676138408205648,0.866100218717476,0.112164615393597,NA,0.142823644755464,0.643217959472801,NA,0.170648102409274,0.414054033515188,0.789589551068461,NA,0.292539983839611,0.0926960317024901,-0.101265986559324,0.115572666814019,0.21427183745817,0.626848300583302,0.695210468060135
"roi.23",0.298711129360687,0.167818851229595,0.219087164701366,0.260707221046489,0.0859874207401334,0.218516464557921,0.611604203133896,0.198688183904782,0.465072060706239,0.572374627177174,0.256289939431834,0.424510766038374,0.73199358804583,0.163107324877135,0.178414709501255,0.541631866397948,0.564678578468034,0.826055630125441,0.194434322409515,0.278690051248512,0.320235190506004,0.871245183063568,NA,0.581175307157821,0.0844525988339186,0.17390710005597,0.101009298769966,0.223679765637975,0.313733861138099,0.223010722202037,0.260449198127551,0.852275345159762,0.185209328057291,NA,0.0762350898806965,0.597232446139531,0.0699225143775027,0.232061018191013,0.53750170725677,0.795931189887339,0.155364247538084,0.257800514756683,0.164466451323892,0.32775098595642,0.162204835109119,0.330578515298075,0.726199313023959,0.647656712498126,0.326269414964183,0.0879567238813561,0.309867799427731,0.240748435563553,0.255334370979191,0.196342596945117,0.526700820719703,0.0922340194203821,0.298749666810318,0.489864240316111,0.179682407858524,0.373751345341875,0.563784723620358,0.141629262512933,0.114443193543163,0.297928656875503,0.422127685733695,0.663524661724904,0.177885749284525,0.35141430813699,0.350635837574299,0.602052223261764,1.29319891434038,0.413097351009859,0.0918513141420431,0.136182414361061,NA,0.209170616693249,0.255585776148943,0.252115700206607,0.269471296579188,0.611755320929907,0.211827839730851,NA,NA,0.574628602535903,NA,0.184585100095261,0.606786239561757,0.687477467542983,0.0784295162529526,0.263963662483699,0.202474487082085,NA,0.15836489064827,0.187532790938809,0.526401255394166,0.707028901361945
"roi.24",0.364498643593639,0.332634032864632,0.414660640580146,0.298574958131244,0.266443215996736,0.169978274304161,0.393632733742127,0.412243382680855,0.208898174549864,0.266463029872232,0.303437613189465,0.311304812126428,0.356044331798195,0.273866826124103,0.193940276337298,0.231664458440529,0.260987265883036,0.368386912152006,0.156888897455064,0.313803685480814,0.300531442558149,0.62714121658512,0.581175307157821,NA,0.204635148700193,0.289138277515766,NA,0.399888972847681,0.453086868937763,0.481569860451518,0.404382712531649,0.925013555487741,0.333127263042711,0.283296459693391,0.302115515599498,1.1166005614201,0.285039567728469,0.31580178144426,0.460010764149402,0.861827190770205,0.261090925462547,0.369771865098164,0.235020990800504,0.371944541870037,0.243402568972982,0.33874911363052,1.11105131378178,0.868830710618245,0.294457088740845,0.277451921071087,0.253564884680538,0.142052053356202,0.143473447936986,0.07382604442698,0.350997263347507,0.24149042517925,0.198622382921271,0.11039717206646,0.151560425292905,0.196360688099617,0.201926667849031,0.183849552007463,0.0705515266467179,0.107930834283621,0.242342902838401,0.320856168667982,0.164519149135951,0.294928867454845,0.21635035310024,0.362886276537649,0.494665472231851,1.35620136778561,0.147260847238072,0.255284827990216,0.169123298795358,0.340732779850274,0.431953673188184,0.400404789511127,0.359047229509435,0.724701559788957,0.265200199908345,0.115561368698763,0.251491289641255,1.17696185864589,0.17743592091722,0.233341321832026,0.547663951943683,0.819735002039064,0.143881312862309,0.312284485466504,0.271769308616852,0.197778636104092,0.296226298431598,0.26057515989864,0.713580923077548,0.85038400203171
"roi.25",0.297427381026624,NA,0.284271957263407,NA,NA,-0.200306581386334,0.142301612388759,0.385889513146015,NA,NA,0.265872265307971,0.126539706411091,NA,NA,NA,NA,NA,NA,-0.117102996373937,-0.0703026853841523,NA,0.129632892587564,0.0844525988339186,0.204635148700193,NA,0.12730239070779,1.01771284848965,0.354072687605998,0.287006704958804,0.551732936297843,0.463593911099754,0.116738065295241,0.44743570407386,0.272303996919365,0.490824179658557,0.26723102069817,NA,0.184834425485205,0.152009198539705,NA,-0.22591728354902,NA,NA,0.151321153026261,NA,NA,0.154730764700112,0.271433796117814,0.193697080654319,NA,0.10203515519293,-0.160444097166744,-0.105508796378632,-0.204607762153773,0.180744085928469,0.396036221743234,0.277332459938701,NA,0.225623607394967,0.0748986985842319,NA,NA,NA,-0.162674629080983,0.177470250768302,NA,-0.129964300564655,-0.134826088112284,NA,NA,0.195673147404455,0.276956741844984,0.682901917510489,0.131050520754834,0.859165368123773,0.243551215123959,0.32573121772639,0.4161001234432,0.340404236629059,0.229287840889997,0.420495387808485,0.236444050995524,0.386914348069009,0.252905048472556,0.0986133172138218,0.259499565707862,0.329511016664374,0.0893751997505889,-0.217374735905168,NA,NA,0.431112387155063,0.0850061665394288,0.0832951389786886,0.229982378102723,0.266791853429805
"roi.26",0.25065017310325,0.60724441783872,0.63988545799423,NA,0.23188451054313,0.112734123286503,0.49661960823298,0.423719795626152,0.268306246007175,0.165550350574815,0.116033757446384,0.160359389608758,0.371389413016303,0.122008332777307,NA,0.143198170182727,0.425556294092584,0.272822877629206,0.547781744174978,0.343913552275458,NA,0.0993863789760194,0.17390710005597,0.289138277515766,0.12730239070779,NA,0.0892631609222088,0.482614644176134,0.532695012856526,0.137345863463462,0.0974525409700284,0.147659278460508,0.345811100828508,0.088918689855809,0.211609397272272,0.28514317908307,NA,0.11741007676143,0.103383341884023,0.1492482908,0.210148623377044,0.443751275162121,0.60983690552175,0.577850521225266,0.497314005754079,0.582303135446508,0.221099622841359,0.346403058302994,0.324767909323651,0.433776802988863,0.398575413115091,0.0715979793721509,NA,0.0955422552406078,0.347192819776949,0.213889331758593,0.199423866418195,NA,NA,0.120905581075258,0.157603081376381,NA,NA,0.0802825209854291,0.309864788847255,0.161118018392146,0.405479611940228,0.27255185826616,NA,0.120489678980381,0.211237642049447,0.390384008745046,0.116369909932038,1.07775909066972,0.157591704897568,0.3606396684974,0.443452811522632,0.146660269500498,0.172878958672998,0.158458563417219,0.333740054521589,0.145216975421149,0.17057462749374,0.340873410598016,0.070651816913959,0.110391423901702,0.214956156415881,0.161191010791987,0.117441249059795,0.227856555618778,0.477084628872886,0.422898737748745,0.368826725938193,0.512250528104051,0.199842714674535,0.193761116668186
"roi.27",0.214022753195354,-0.118715153951393,0.145452837801281,NA,-0.127833877889183,-0.0985623135587342,0.162999109514158,0.267500513396217,0.14036143532363,NA,0.281363257830434,0.124003925646434,NA,0.0712599789328699,NA,0.0873266395505333,0.0739944437625591,NA,-0.128098519746502,-0.145473119493096,0.113803201462533,0.157969400764051,0.101009298769966,NA,1.01771284848965,0.0892631609222088,NA,0.121215233921711,NA,0.328064014072482,0.35851534884151,0.108844724131748,0.423159707738248,0.213894536083154,0.210038521113692,0.118624570672741,NA,0.125655924792936,NA,-0.0770391674802853,-0.306677244028043,NA,NA,0.0777349835356748,NA,NA,0.0998627508135847,0.208333639996798,0.256111273937596,-0.0995280225619228,0.122475503586125,NA,NA,NA,0.157243486752285,0.219372217275233,0.190321929084011,0.171929453646684,0.231834471171589,0.175396629187456,0.109932064614103,0.0816882670402796,0.099643254810893,NA,0.210483259088555,0.140815450414014,-0.112913743998057,NA,0.164537096720186,0.21414095442235,0.185901447942623,0.0789984971846266,0.638877866457104,0.0922473541400584,0.910431773410888,0.137684047683791,NA,0.324032755638337,0.313015889156692,0.22677607321013,0.415739385297486,0.121751780315085,0.194532550830252,NA,0.0777320398227638,0.179657097034308,0.185261122294862,NA,-0.288231621420692,NA,NA,0.124151995971192,0.0785622723047308,NA,0.201465452435596,0.161868017919123
"roi.28",0.507268502657908,0.428518091362764,0.667299804510146,0.201200530202941,0.650630866187292,NA,0.353209992251376,0.426346694745968,0.10872812420484,0.0965048033905266,0.189744891821188,0.369330987390266,0.334037724420095,0.176385533847094,NA,NA,0.208448179126074,0.251498106322894,0.337533104966426,0.393967467406186,0.21771801135008,0.192729329976176,0.223679765637975,0.399888972847681,0.354072687605998,0.482614644176134,0.121215233921711,NA,0.83784328115898,0.407256042396638,0.335801794436514,0.289682116321835,0.463665461816695,0.097571961630493,0.0907343482196526,0.230559132480465,0.149546041025246,0.130696902643528,0.107097484621297,0.245888060503782,0.383828596126467,0.321655745804916,0.318035308463628,0.346161776173471,0.291593287679971,0.391888161300284,0.336807675417265,0.37784705137335,0.284665027201268,0.529003138722136,0.369528630910981,-0.0846865339216004,NA,NA,0.350822319985709,0.349309022992353,0.183380378101359,0.139457497684115,0.229140989481613,0.254776358200902,0.171508550467451,0.165827748597258,NA,-0.193664858451237,0.238335863226053,NA,0.223347300776281,0.303502577488999,0.0820643311160213,NA,0.279844511625973,0.438727146780994,0.246963417067316,0.507111563379914,0.243946135095579,0.780187604117241,0.70368150144612,0.250104631058279,0.266725682012235,0.297030313870972,0.504510903545649,NA,0.102974736357204,0.331378293126547,0.125270505772182,0.103002620116568,0.25889335188004,0.277300051691169,0.315515495082005,0.301726037777704,0.409106365999024,0.308082532716963,0.369775524833614,0.409308620224205,0.338757074400454,0.333136749691738
